Domain_ID,Domain_Name,Num_Domain_ID,Synonyms,Logical_Type_ID,Num_Logical_Type_ID,T_Size,T_Precision,T_Scale,Native_Type,LT_Name
A5F08CEF-185A-BA28-2322-6BBB0190FFCD,"ORG_DIV",349,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
10BCE11B-B9A3-DB4E-E7FE-00EED4F6B796,"ORG_DIV_ABBR",350,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
4A34173F-663E-A75A-5597-B30B4A51484F,"ORG_DIV_ID",351,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
BF628082-3D1E-F7A9-745C-56426A2E5EB5,"ORG_DPT",352,,LOGDT024,752,40 CHAR,,,VARCHAR,VARCHAR,
05A9B849-49AC-AD5B-CEF5-13461DD42583,"ORG_DPT_ABBR",353,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
F8005FE7-AE80-F9FE-8B93-2496D8BD5B31,"ORG_DPT_CC",354,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
F7A32204-9BE1-BF5F-F83B-44744BA4AF45,"ORG_DPT_ID",355,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
42EFDAE1-75F0-5B1A-736B-D6441A3F98EA,"ORG_LEVEL1",356,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
79A9E762-0226-EE27-B5D3-4888288441B3,"ORG_LEVEL2",357,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
25833E2D-347A-A44D-E536-A755D08B6DBA,"ORG_LEVEL3",358,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
D2B7587F-C395-4560-4B5C-B8BF3A8B5CB1,"ORG_LEVEL4",359,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
E657442F-4D13-1724-3A9F-BDAD37E67FD6,"ORG_LEVEL5",360,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
4F3FD7F3-E8B3-90C3-866F-86498CAD1113,"ORG_LEVEL6",361,,LOGDT017,691,20 CHAR,,,UNKNOWN,unknown,
F0BCD495-7A00-6B39-92A6-B0F8729331DA,"PERSON_GENDER",362,,LOGDT024,752,1 CHAR,,,VARCHAR,VARCHAR,
7277AB23-3F79-8092-F5A1-C222A8C5512B,"PERSON_HONORIFICATION",363,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
AA3FFFDC-BA2A-C2AA-F794-89B50877D229,"PERSON_SALUTATION",364,,LOGDT024,752,5 CHAR,,,VARCHAR,VARCHAR,
44CB9664-D281-F784-65BC-3A4645248B8A,"QUANTITY_19_0",365,,LOGDT017,691,19 BYTE,19,0,UNKNOWN,unknown,
6BA63F2F-3235-7A3A-F40E-1B69F49EE5CA,"QUANTITY_19_2",366,,LOGDT017,691,19 BYTE,19,2,UNKNOWN,unknown,
34715928-1FCC-1CA7-D49D-76DCCA35604C,"RANGE_CONTRACT",367,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
CE2BBFB9-F25F-440A-1227-91B137B7025A,"RANGE_LEASE_A",368,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
348AAD7E-E2CC-A8D0-A596-EFF31CFB830F,"RANGE_LEASE_B",369,,LOGDT024,752,10 CHAR,,,VARCHAR,VARCHAR,
02B22F86-B430-9D17-953F-248F18EBC92D,"REF_3RD_ID",370,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
9AF30350-BFB5-0498-1955-A63BE96E2AF7,"REF_AABA",371,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
9E6C179F-7A33-96D1-3588-30B9F52D9AED,"REF_ACCT_ID",372,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
66597EE4-EA29-2AA2-FD3D-681331D84CA6,"REF_ANNU_IMSA_ORIG",373,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
264A69FD-28ED-8471-AB4A-C15CEDFF9B02,"REF_APP_POSITIONED",374,,LOGDT024,752,400,,,VARCHAR,VARCHAR,
4206F1F8-B873-9538-54B7-C2C578922877,"REF_APTS_ID",375,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
4AA83A99-9D40-D080-51BE-6763A02B599A,"REF_APTS_ID1",376,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
9DBF9EE2-437D-BE98-C396-2DE62DC374E0,"REF_APTS_IMSA",377,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
E5A52168-CB76-BA5D-2F21-C9A8ACE34F13,"REF_APTS_IMSA_WITH_CURR",378,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
FCD49075-DD59-9D0B-F555-9621E66FB6FC,"REF_APTS_QT_PROPOSAL",379,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
03F77D69-CA77-0024-6A57-B7B58A076B61,"REF_APTTUS_PROPOSAL_DISC_PERCENTV",380,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
4D98F94C-3A85-CB6A-374D-A888CE0D4F7B,"REF_ASSIGN_BDR",381,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
6D6E467F-DAF5-1F67-E7D2-436AAB0DE3E8,"REF_ASSIGNED_BPAAS",382,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
C2F5E365-EC3A-F8B1-71AD-050F844BBCF2,"REF_ASSIGNED_VAR",383,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
8812F8C8-E0A1-7BA1-4EA3-D364B0E36C85,"REF_BC_ID",384,,LOGDT024,752,80,,,VARCHAR,VARCHAR,
DC48E5DF-98F8-BD47-B491-D43BE5228ED4,"REF_BUSINESS_LOST_REASON",385,,LOGDT024,752,140,,,VARCHAR,VARCHAR,
D5465921-B35C-E7C1-93B5-5C11D59F7477,"REF_CAMP_ID",386,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
29268135-B35C-13AC-012D-CEEB7558C379,"REF_CLOSE_DATE",387,,LOGDT015,747,,,,DATETIME,Timestamp,
57344433-C6B1-1BEF-49A6-10F7EF2F6FA0,"REF_CLOSED_LOST_DESCRIPTION",388,,LOGDT024,752,300,,,VARCHAR,VARCHAR,
9F45897F-D6F1-E0F8-8F99-901B5C47E078,"REF_CLOSED_LOST_REASON",389,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
ABE9EF2B-3DB5-90C8-AB40-53473090E624,"REF_CLS_EMSA_ORIG",390,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
0295F22B-665E-ABD7-EB88-2E888E532FDC,"REF_CLS_IMSA_ORIG",391,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
0EB68B6D-F118-ECD1-CCA5-BEA71A84FC46,"REF_CLS_ORIG",392,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
760E47D5-EA39-8B42-38F2-DD4145FE744D,"REF_CMT_FIRST_MEETING",393,,LOGDT024,752,300,,,VARCHAR,VARCHAR,
D950367E-51F5-A02E-489E-3FC3A98F850B,"REF_CMT_FIRST_MEETING_FORMULA",394,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
A66C466B-1EAE-699E-FCDE-676BD54E0051,"REF_CMT_STEPS_TO_CLOSE",395,,LOGDT024,752,40000,,,VARCHAR,VARCHAR,
090D2714-FAC6-ED5E-1CDC-3CB46B183C5D,"REF_CNTR_APPROVED_IN_EXT",396,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
3DE29566-9E91-5790-5572-FA7076E16063,"REF_CNTR_SIGNED_INTERNALLY",397,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
081A5A82-833A-C37C-DBB5-BBFDD8B0E609,"REF_CODE_FREQUENCY",398,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
752EF4D6-9BBA-626C-6CEB-83EB64FC8DDC,"REF_COMM_3RD_BC_SPLITS",399,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
875E0A41-29B5-8203-2065-4822FBD962EE,"REF_COMM_3RD_CLIENT_PART_SPLITS",400,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
AB3DE218-FE1E-6C4B-0DA0-BAAA053C588C,"REF_COMM_3RD_IP_SPLITS",401,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
133B37D1-2F70-E71A-A2FD-16C5EC30968B,"REF_COMM_3RD_PART_MANAGER_SPLITS",402,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
20946581-3861-05A0-B43B-2AB74F593B7C,"REF_COMM_PRIMARY_CLIENT_PART_SPLITS",403,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
95AA8A0A-04DE-1169-0099-AB4427455564,"REF_COMM_PRIMARY_IP_SPLITS",404,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
C2B0A780-83F0-DCE0-8E3D-B85F56709CE0,"REF_COMM_PRIMARY_PART_MANAGER_SPLITS",405,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
D8E379B6-3384-7BBE-F26B-6A1A52DA0E10,"REF_COMM_SECONDARY_CLIENT_PART_SPLITS",406,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
96A8AB3A-CA76-7BAA-E7E0-9760F8D2CE0B,"REF_COMM_SECONDARY_IP_SPLITS",407,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
C971D7CA-5833-0F96-023E-E125A6B0AB79,"REF_COMM_SECONDARY_PART_MANAGER_SPLITS",408,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
C669E2B6-282F-3E86-74F4-B516EA50C378,"REF_COMPETITION",409,,LOGDT024,752,100,,,VARCHAR,VARCHAR,
2AD3CFDF-0FDF-94A9-838E-7F0B9B27CE4B,"REF_CONT",410,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
627B61B7-3A2B-C9D9-6FAA-024FB8A29721,"REF_CONT_ID",411,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
19302A3E-ED28-D2C2-CDD6-EA752969C38C,"REF_CONT_RECYCLE_NO",412,,LOGDT019,724,10,,,NUMERIC,NUMERIC,
071049FF-F833-0CB4-4CFB-6C521E31BF35,"REF_CR_OPP",413,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
F8F0B7A2-1A1F-D80F-4FB4-14F3752E4353,"REF_CREBY_ID",414,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
A251BCC8-9B2B-13E8-9065-EC4226E257B9,"REF_CREDT",415,,LOGDT015,747,,,,DATETIME,Timestamp,
43BC746B-28DB-4F73-233B-AE8BAD98F0E9,"REF_CUST_SPECIFIC_BUSINESS_DRIVERS",416,,LOGDT024,752,4000,,,VARCHAR,VARCHAR,
1F0BE4CF-40A9-0EF5-5C21-AF66E95522F0,"REF_DELIVERY_DIRECTOR",417,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
D74C7AD6-81B1-8BF6-C45E-65236AFBDDEB,"REF_DELIVERY_VP",418,,LOGDT024,752,30,,,VARCHAR,VARCHAR,
7F58D35A-5736-77AC-511F-CF4754AED978,"REF_DOCUMENT_STATU",419,,LOGDT024,752,6,,,VARCHAR,VARCHAR,
80CB4FE8-D139-90E6-A39E-1641405AC8BC,"REF_DQ_DESCRIPTION",420,,LOGDT024,752,100,,,VARCHAR,VARCHAR,
8D8E6821-6E0E-36D1-81E2-40C82A30EAC7,"REF_DQ_SCORE",421,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
CA125331-A758-95C7-1163-7F878EFEF7A3,"REF_ELIGIBLE_FOR_KINAXIS_PAY",422,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
998F88E7-CB3E-CEEA-41CD-0011DB3906A7,"REF_EMSA_ID",423,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
B652BE7A-985C-CEC9-E5DC-6A23A7F25D0D,"REF_EMSA_ID1",424,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
DD8627F6-64B4-C6BA-292C-A9A7055D4F19,"REF_ERP",425,,LOGDT024,752,100,,,VARCHAR,VARCHAR,
53922B25-415F-31F8-048A-73469768FA0C,"REF_ERP_ON_PREM_CLOUDv1",426,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
DC540034-79BE-DB2B-59DE-3C74FE3D5384,"REF_FLAG_INDICATOR",427,,LOGDT024,752,1,,,VARCHAR,VARCHAR,
C5CDF58F-0270-D204-79F8-9B70C5248333,"REF_FLAG_STATUS",428,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
C051ABB0-DB88-54A4-2C6E-3A1DC09C09F5,"REF_FUTURE_CAND_APP",429,,LOGDT024,752,400,,,VARCHAR,VARCHAR,
179FCD28-6CB5-F566-CF64-FD754C7CA2EA,"REF_GENERIC_BUSINESS_DRIVERS_FUNCTIONAL",430,,LOGDT024,752,450,,,VARCHAR,VARCHAR,
2D699EB3-3807-3012-1D35-B3FABE429088,"REF_GENERIC_BUSINESS_DRIVERS_OPERATIONAL",431,,LOGDT024,752,450,,,VARCHAR,VARCHAR,
D7BD468D-3CD4-9DC7-2CFC-D86A84A11530,"REF_GUARDRAIL_NOT_APPLICABLE",432,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
92F65EB9-B8C0-04EE-FB98-A432FDE16C2A,"REF_HAS_OPEN_ACTIVITY",433,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
DF047048-F358-66D4-000C-6DB9C7DBA630,"REF_HAS_OPP_LINEITEM",434,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
8660E9A9-A3C5-EE51-1BE2-7A5BD134CFC2,"REF_HAS_OVERDUE_TASK",435,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
0B17E48F-D7C6-32BF-20DA-B716FE537B56,"REF_HAS_VALUE_DRIVER",436,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
D9645D90-CE2D-E56A-635C-9761E120C774,"REF_ID_EMPLOYEE",437,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
7B5E7C97-8C42-0416-B8E1-7D2EA6316B2A,"REF_IF_OTHER_PLEASE_SPECIFY_ERP",438,,LOGDT024,752,80,,,VARCHAR,VARCHAR,
83F00CCB-A093-1CBA-5A02-8F7FA0454E27,"REF_IMSA_CREDIT_ORIG",439,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
917961B4-13BC-C71F-E88C-D33F6B153C96,"REF_IMSA_ID",440,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
26FAF885-2BBF-04F4-BCE1-1F79DCCC71FA,"REF_IMSA_LOSS_DESCRIPTION",441,,LOGDT024,752,300,,,VARCHAR,VARCHAR,
C87F688F-4222-1DD4-9BC1-BE0CDFD4C6C1,"REF_IMSA_LOSS_REASON",442,,LOGDT024,752,30,,,VARCHAR,VARCHAR,
5E55D1F5-6135-4A32-5E21-F33744B5AFFF,"REF_INCLUDE_IN_FORECASTING",443,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
075619FF-8069-D4C0-A452-D1B660F27712,"REF_IS_CLOSED",444,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
12D8DF94-E2C0-B911-FC5B-6FAA4983CB9C,"REF_IS_DELETED",445,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
9A66E328-F2E3-54ED-9702-02216C9B93E5,"REF_IS_EXCLUDED_FROM_SLSTER_2_FILTER",446,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
FC263DB1-1741-A50F-4D26-FE5DAC9D5BC5,"REF_IS_PRIVATE",447,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
DDDE6082-6B19-9799-6E4D-B8D34DA938F1,"REF_IS_WON",448,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
19A995BD-C7EA-28C4-51D4-6A4FF4BA911C,"REF_KS_ANNU_SUBS",449,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
6F09AA94-F23A-42BF-4588-8F67E42B2113,"REF_KS_ID",450,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
DA4790A4-A2A2-D605-5D04-E990612B1EDE,"REF_KS_IMSA_LOSS_REASON",451,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
7AF6BA03-B4EA-657D-F6AF-FF4B0E2F2F8D,"REF_KS_LOST_IMSA",452,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
8C4533D2-1A99-5A7C-BD0B-1FF1C96965D8,"REF_KS_SUBS_TYPE",453,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
51A413B8-9958-B16B-E795-7B7FB6EC051C,"REF_LAST_ACTIVITY_DATE",454,,LOGDT015,747,,,,DATETIME,Timestamp,
C5741492-AF73-E8CB-454F-89F0E1F0A266,"REF_LAST_AMOUNT_CHANGED_HISTORY_ID",455,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
C3FECFB4-0EA4-96C4-CAF9-03D6F57D0352,"REF_LAST_CLOSE_DATE_CHANGED_HISTORY_ID",456,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
79F9D360-6237-7655-B0E2-2331CCBC1E21,"REF_LAST_MODIFIED_BY_ID",457,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
15CF2372-8C50-C239-88DE-9AB00CF09A32,"REF_LAST_MODIFIED_DATE",458,,LOGDT015,747,,,,DATETIME,Timestamp,
B6C8D99F-90D3-162C-B41A-8C13F69CC709,"REF_LAST_REFERENCED_DATE",459,,LOGDT015,747,,,,DATETIME,Timestamp,
6891CCCB-5C7A-10E9-6470-4C7391813AA8,"REF_LAST_REFRESH_DTM",460,,LOGDT015,747,,,,DATETIME,Timestamp,
699AB286-F389-C9C4-8CD1-3FA9E2F76FDB,"REF_LAST_VIEWED_DATE",461,,LOGDT015,747,,,,DATETIME,Timestamp,
6A60CBD0-25BB-BC04-7C33-FAD51A628145,"REF_LATEST_CAM_SRC",462,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
EC0603C4-CEE3-48C6-729B-B5E2BED6F20E,"REF_LEAD_ID",463,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
BF4CA5F0-7A74-AD00-F275-9173719E2409,"REF_LEAD_SRC",464,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
63E0FDEB-BE36-9D60-40BB-338B290AEE88,"REF_LEGAL_CMT",465,,LOGDT024,752,450,,,VARCHAR,VARCHAR,
3DEE472D-2385-375D-49C2-CE081AB1E0B3,"REF_LEGAL_ENGM",466,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
E7B6239E-BA7F-EE48-DF3A-AAAD9C5568A7,"REF_LEGAL_ID",467,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
F13E74BD-69E8-CE26-1A63-E305E77AF3F1,"REF_LEGAL_IDv1",468,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
C94543E8-0405-153A-A989-3377DFF56B30,"REF_LEGAL_PRIME",469,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
6F952133-834C-8101-F6F8-EC61E6A86A0C,"REF_LID_CURRENTGENERATORS",470,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
C2C097BA-FC40-2F3B-1180-9F77CCDC0E25,"REF_LID_DELIVERYINSTALLATIONSTATUS",471,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
62A613DC-1D62-35CE-F985-51296AAFDD65,"REF_LID_ID",472,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
FA52DC42-AD81-0199-CBE8-EEE812703300,"REF_LID_IS_INFLUENCED",473,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
6CC00AD9-EEB5-2C0E-8E1C-8366A67DE9B6,"REF_LID_LINKEDIN_COMPY_ID",474,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
19B5F187-55A9-3F6B-AB04-C9E2A4277181,"REF_LID_MAINCOMPETITORS",475,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
B7791642-4E7B-28F5-211C-2CA878C212E7,"REF_LID_MY_DATETIME",476,,LOGDT015,747,,,,DATETIME,Timestamp,
F446F943-9871-D8D3-A31F-0FADB0E48CD5,"REF_LID_MY_GEOLOCATION_LATITUDE",477,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
489A53EC-9473-062E-8644-6D6466C35470,"REF_LID_MY_GEOLOCATION_LOGITUDE",478,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
BBA1E73E-0333-C053-782E-B4265EA5FB30,"REF_LID_ORDERNUMBER",479,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
ADE77B38-5A05-4480-1C48-C8B96E341FDE,"REF_LID_TRACKINGNUMBER",480,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
B798F14D-25D0-1315-CD53-56562F93E0A2,"REF_LOST_TO_COMPETITOR",481,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
66F733EB-3D69-C701-1489-7CF882D5F2C5,"REF_MANUALLY_SYNC_WITH_MAVENLINK",482,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
1C6EA443-6D86-7D63-8851-3E075727612C,"REF_MISSING_GUARDRAIL",483,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
0BB682C3-E9D0-F1E9-FB63-50494DF7F5EF,"REF_NDA_SIGNED",484,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
61CA06B8-9C09-B2E6-88D8-0BC6ED56FF54,"REF_NEXT_STEP",485,,LOGDT024,752,150,,,VARCHAR,VARCHAR,
264DAABB-08DE-3C12-7E03-0D755AEAEF58,"REF_NO_CUSTOM_DEMO_ACTIVITY",486,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
85B33425-5CAF-F7CB-2081-8F99FD23B5FE,"REF_NO_DISCOVERY_ACTIVITY",487,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
A4414F7E-4FA6-1DDD-B200-35C562192C2A,"REF_NO_EMPLOYEE",488,,LOGDT024,752,20 CHAR,,,VARCHAR,VARCHAR,
EC7728BF-A873-212D-87F6-0D44090184E4,"REF_NO_POC_ACTIVITY",489,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
ADD8E466-4A49-E17F-E5AD-1BA791A2B567,"REF_NON_DEFINED_APPLICATIONS_POSITIONED",490,,LOGDT024,752,200,,,VARCHAR,VARCHAR,
36A1D7EA-7D11-FD8B-8B96-4AD38276C6A3,"REF_NON_DEFINED_CAND_APPLICATIONS",491,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
97B89B7D-29A5-5D20-610E-CC5513A5DFD7,"REF_OD_OP",492,,LOGDT024,752,15,,,VARCHAR,VARCHAR,
AEA82599-76D1-4BC6-4406-707B0C6DFCB5,"REF_OD_OR_OP",493,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
D9504E50-1B90-7B13-9D7F-817BA1079BC4,"REF_OPP_DIM_ID",494,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
2538CE09-550B-926B-7EE6-2B9C5A6A528C,"REF_OPP_ID",495,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
731A94AB-29C6-AD30-B174-673E76613726,"REF_OPP_ID1",496,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
9CEE8120-0964-5E30-EC79-2B84F4EDFC93,"REF_OPP_ID10",497,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
587F26A9-5152-0AC0-8D4D-9BDCCE9AF526,"REF_OPP_ID2",498,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
B9F7989C-0A90-433A-25F5-39ADE9C35BF7,"REF_OPP_ID3",499,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
C6D66294-B7B7-1C65-DD3B-5541D4C8C9BD,"REF_OPP_ID4",500,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
A1819A53-0E36-86D7-5D2E-9D3126EF504D,"REF_OPP_ID5",501,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
CB08EB3B-E430-48D4-DE1E-4FC7B1221E03,"REF_OPP_ID6",502,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
F7118DCA-D626-3BBB-9A60-119EFDE19098,"REF_OPP_ID7",503,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
778D0140-2FAF-7B16-7B8F-ACE5DB294A65,"REF_OPP_ID9",504,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
B37E393D-B355-2669-38F6-3A6F4D6065D5,"REF_OPP_INQ_TYPE",505,,LOGDT024,752,10,,,VARCHAR,VARCHAR,
F2D2BDA9-0FEC-EE29-4EE7-5CD378707811,"REF_OPP_TYPE",506,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
B0B31830-B451-DC96-F32A-DBA5789C1831,"REF_ORIGINAL_LEAD_SOURCE_FORMULA",507,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
81FB36F3-FDBF-8AA6-1744-7BE8B1727970,"REF_ORIGINAL_LEAD_SRC",508,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
70E440A1-4B4E-73EC-740E-5A60D7BB9C69,"REF_OUTREACH_FIRST_PRIMARY_CONT",509,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
C403F4FB-73BA-81B2-A9FC-80CB4DB23A50,"REF_OUTREACH_FIRST_PRIMARY_CONT_SEQUENCE",510,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
6299E9E2-DBA9-0F8C-E414-FB536D4D4072,"REF_OWN_2ND_ID",511,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
A0AFCF61-1072-268D-D96B-61CDABFF1C32,"REF_OWN_ID",512,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
0479587C-1983-A9E5-EAFB-07B88430E396,"REF_PART",513,,LOGDT024,752,150,,,VARCHAR,VARCHAR,
E6CB61FE-6E17-022A-B153-53310FAD8399,"REF_PART_ID",514,,LOGDT024,752,20,,,VARCHAR,VARCHAR,
62CFD695-1465-9698-8970-79170CFB4E48,"REF_PART_MANAGER_NEW",515,,LOGDT024,752,100,,,VARCHAR,VARCHAR,
2C2B2845-F4DA-95A5-3AF1-9AD02F77609F,"REF_PART_PRESENT_NO_INFLUENCE",516,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
A7F3BAF2-833A-EF77-6AE9-F48CB5FD10CE,"REF_PART_SVC_ORIG",517,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
CFE32C2B-4E24-E70C-E2EB-E54282116F52,"REF_PARTNER_INFLUENCING_DECISION",518,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
0D382E97-9FB6-79B1-46D2-E05837B192F4,"REF_PARTNER_MANAGER",519,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
FE815924-8A2D-E273-EBFD-0C2401EBE257,"REF_PARTNER_ROLE",520,,LOGDT024,752,50,,,VARCHAR,VARCHAR,
755BD5A8-914E-B475-58D3-1AB8B6F4DD40,"REF_PREMIER_SUPPORT_EMSA_ORIG",521,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
61BCADA7-C005-F1C6-DA66-63676D119FEA,"REF_PREMIER_SUPPORT_IMSA_ORIG",522,,LOGDT019,724,18,,,NUMERIC,NUMERIC,
D0D545EC-17B3-9A01-8E88-673925748B3A,"REF_PREVENT_MAVENLINK_PROJECT_CREATION",523,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
C426EBA0-EF2C-0D3B-3E15-B6990B10D66F,"REF_PREVENT_MAVENLINK_PROJECT_CREATIONv2",524,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
7C3D7D7A-F1FD-D958-3D4F-6FC670EF8FEB,"REF_PRICE_BOOK_2_ID",525,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
C9234C6E-08BB-1ED6-19E5-496C0E04B599,"REF_PRICE_HOLD",526,,LOGDT024,752,3,,,VARCHAR,VARCHAR,
E3D3AB77-FAA0-E40D-11C9-677B270B0A19,"REF_PRIMARY_AE",527,,LOGDT024,752,18,,,VARCHAR,VARCHAR,
