Attribute_Name,Mandatory,Num_Domain_ID,Use_Domain_Constraint,Domain_Name,Logical_Type_Name,Entity_Name,PK_Flag,FK_Flag,Sequence,T_Size,T_Precision,T_Scale,Data_Source
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_MGR_HISTORY,,,4,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_MGR_HISTORY,,,5,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_MGR_HISTORY,,,6,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_MGR_HISTORY,,,7,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_MGR_HISTORY,,,8,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_MGR_HISTORY,,,9,1,,,
USER ID,N,342,Y,NO_USER,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,2,40,,,
EMP_TYPE_CD,N,690,Y,TYPE_EMP,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,3,20,,,
LAST DATE WORKED ,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,4,8,,,
ORIGINAL START DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,5,8,,,
SALARY END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,6,8,,,
PAYROLL END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,7,8,,,
SERVICE DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,8,8,,,
START DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,9,8,,,
STOCK END DATE,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,10,8,,,
HIRING NOT COMPLETED ,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,11,3,,,
IS CONTINGENT WORKER,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,12,3,,,
IS EC RECORD,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,13,3,,,
REGRET TERMINATION,N,684,Y,TAG_STATUS_01,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,14,3,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_EMPLOYMENT_HISTORY,,,15,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,16,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_EMPLOYMENT_HISTORY,,,17,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,18,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,19,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_EMPLOYMENT_HISTORY,,,20,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_EMPLOYMENT_HISTORY,,,21,1,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_ADDR_WORK_HISTORY,,,3,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_ADDR_WORK_HISTORY,,,4,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_ADDR_WORK_HISTORY,,,5,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_ADDR_WORK_HISTORY,,,6,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_ADDR_WORK_HISTORY,,,7,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_ADDR_WORK_HISTORY,,,8,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_ADDR_WORK_HISTORY,,,9,1,,,
user_id,N,342,Y,NO_USER,VARCHAR,HR_EMP_HISTORY,,,2,40,,,
name_first,N,333,N,NAME_FIRST,VARCHAR,HR_EMP_HISTORY,,,3,40,,,
name_family,N,334,N,NAME_LAST,VARCHAR,HR_EMP_HISTORY,,,4,80,,,
name_mi,N,335,N,NAME_MI,VARCHAR,HR_EMP_HISTORY,,,5,1,,,
name_first_preferred,N,333,N,NAME_FIRST,VARCHAR,HR_EMP_HISTORY,,,6,40,,,
name_family_preferred,N,334,N,NAME_LAST,VARCHAR,HR_EMP_HISTORY,,,7,80,,,
e_mail,N,33,Y,COMM_EMAIL,VARCHAR,HR_EMP_HISTORY,,,8,50,,,
name_account,N,331,Y,NAME_80,VARCHAR,HR_EMP_HISTORY,,,9,80,,,
GENDER_CODE,N,364,Y,PERSON_GENDER,VARCHAR,HR_EMP_HISTORY,,,10,10,,,
salutation,N,366,Y,PERSON_SALUTATION,VARCHAR,HR_EMP_HISTORY,,,11,5,,,
Honorification,N,365,Y,PERSON_HONORIFICATION,VARCHAR,HR_EMP_HISTORY,,,12,10,,,
dt_hired,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,13,8,,,
dt_started,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,14,8,,,
dt_cre_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_HISTORY,,,15,18,,,
dt_cre_by,N,284,Y,KEY_CREATED_BY,VARCHAR,HR_EMP_HISTORY,,,16,20,,,
dt_upd_at,N,298,Y,KEY_DATE_YYYYMMDDHHMM,Timestamp,HR_EMP_HISTORY,,,17,18,,,
dt_upd_by,N,326,Y,KEY_UPDATED_BY,VARCHAR,HR_EMP_HISTORY,,,18,20,,,
dt_valid_from,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,19,8,,,
dt_valid_to,N,297,Y,KEY_DATE_YYYYMMDD,Date,HR_EMP_HISTORY,,,20,8,,,
active,N,282,Y,KEY_ACTIVE,VARCHAR,HR_EMP_HISTORY,,,21,1,,,
